syn,urg,cwr,ecn,ack,push,reset,fin,ns,res,srcbytes,dstbytes,wrong,duration,srcip,srcport,dstip,dstport,type,sample_rate
0,0,0,0,485,323,0,0,0,0,165,164,0,145.2799589999995,172.16.113.84,11559,195.73.151.50,23,6,1000
0,0,0,0,1190,788,0,0,0,0,404,405,0,354.89363899999984,172.16.113.84,11559,195.73.151.50,23,6,1000
0,0,0,0,893,592,0,0,0,0,303,303,0,207.93027900000016,172.16.113.84,11559,195.73.151.50,23,6,1000
0,0,0,0,420,280,0,0,0,0,142,142,0,118.79420000000029,172.16.113.84,11559,195.73.151.50,23,6,1000
0,0,0,0,561,373,0,0,0,0,190,190,0,195.0706010000013,172.16.113.84,11559,195.73.151.50,23,6,1000
0,0,0,0,699,462,0,0,0,0,235,434,0,408.99468199999865,172.16.113.84,11559,195.73.151.50,23,6,1000
2,0,0,0,15,2,0,1,0,0,325,10601,0,0.124287,172.16.113.105,11940,198.68.244.246,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.116.201,13522,205.132.175.200,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.006719,172.16.113.105,15402,209.1.203.50,80,6,1000
2,0,0,0,912,605,0,0,0,0,358,58458,0,1011.827339,196.37.75.158,10024,172.16.114.50,23,6,1000
0,0,0,0,737,490,0,0,0,0,250,1092,0,729.424858,196.37.75.158,10024,172.16.114.50,23,6,1000
0,0,0,0,1057,704,0,0,0,0,357,1251,0,525.6431719999998,196.37.75.158,10024,172.16.114.50,23,6,1000
0,0,0,0,342,227,0,0,0,0,119,521,0,482.553617,196.37.75.158,10024,172.16.114.50,23,6,1000
0,1,0,0,601,397,0,0,0,0,205,1325,0,1302.480204,196.37.75.158,10024,172.16.114.50,23,6,1000
0,1,0,0,1030,684,0,0,0,0,346,1046,0,1334.4237680000006,196.37.75.158,10024,172.16.114.50,23,6,1000
0,1,0,0,552,365,0,0,0,0,183,1006,0,438.4730679999992,196.37.75.158,10024,172.16.114.50,23,6,1000
0,0,0,0,1278,851,0,0,0,0,434,5213,0,1318.5673590000004,196.37.75.158,10024,172.16.114.50,23,6,1000
0,0,0,0,2488,1654,0,0,0,0,844,4691,0,2346.7620939999993,196.37.75.158,10024,172.16.114.50,23,6,1000
0,0,0,0,608,404,0,0,0,0,208,744,0,910.7677990000012,196.37.75.158,10024,172.16.114.50,23,6,1000
0,0,0,0,104,69,0,0,0,0,35,65,0,124.29521299999942,196.37.75.158,10024,172.16.114.50,23,6,1000
0,0,0,0,868,577,0,0,0,0,291,1842,0,679.6753989999997,196.37.75.158,10024,172.16.114.50,23,6,1000
2,0,0,0,9,2,0,2,0,0,234,2337,0,0.07609199999999999,172.16.112.194,16464,208.2.204.3,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.113.105,16594,131.66.1.233,80,6,1000
2,0,0,0,6,0,0,0,0,0,4380,0,0,0.028123000000000002,172.16.112.100,20,172.16.113.105,17585,6,1000
0,0,0,0,961,18,0,0,0,0,1226400,0,0,1.283017,172.16.112.100,20,172.16.113.105,17585,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.0008349999999999999,172.16.112.100,20,196.227.33.189,10381,6,1000
2,0,0,0,16,1,0,0,0,0,159,13140,0,0.11483499999999999,172.16.114.169,18594,207.25.71.200,80,6,1000
2,0,0,0,23,3,0,1,0,0,226,19272,0,0.10818900000000001,172.16.116.201,20585,207.172.3.90,80,6,1000
2,0,0,0,1939,1237,0,0,0,0,658,35160,0,1220.691294,197.182.91.233,10557,172.16.114.50,23,6,1000
2,0,0,0,5,2,0,0,0,0,24,32,0,1.002818,172.16.113.84,21785,172.16.112.100,25,6,1000
2,0,0,0,477,300,0,0,0,0,237,2431,0,15.62685,172.16.114.169,22061,172.16.114.50,23,6,1000
2,0,0,0,19,16,0,0,0,0,3442,272,0,0.47211899999999996,172.16.114.50,7303,196.37.75.158,25,6,1000
2,0,0,0,160,101,0,0,0,0,698,1979,0,5.241554,172.16.113.204,22644,172.16.112.50,23,6,1000
2,0,0,0,497,327,0,0,0,0,5644,6854,0,6.025996,172.16.113.84,22649,172.16.112.50,23,6,1000
2,0,0,0,191,103,0,0,0,0,135,261,0,3.499546,172.16.113.84,23004,172.16.114.50,23,6,1000
2,0,0,0,289,188,0,0,0,0,143,1416,0,5.3482959999999995,172.16.113.84,23205,172.16.112.50,23,6,1000
0,0,0,0,842,565,0,0,0,0,19358,19284,0,7.323264999999999,172.16.113.84,23205,172.16.112.50,23,6,1000
2,0,0,0,529,334,0,0,0,0,245,3262,0,126.01380900000001,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,299,187,0,0,0,0,95,3213,0,125.3041,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,274,173,0,0,0,0,88,2501,0,52.158923000000016,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,884,576,0,0,0,0,281,10829,0,336.359979,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,1110,713,0,0,0,0,349,9445,0,728.5078110000002,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,1284,839,0,0,0,0,408,14917,0,509.5836689999999,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,800,526,0,0,0,0,268,2193,0,496.40648600000014,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,3727,2414,0,0,0,0,1206,35247,0,1383.6518640000002,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,1060,694,0,0,0,0,355,885,0,594.7961520000002,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,711,462,0,0,0,0,236,867,0,464.0030989999996,172.16.112.207,23252,194.27.251.21,23,6,1000
0,1,0,0,940,618,0,0,0,0,320,1508,0,634.0197269999999,172.16.112.207,23252,194.27.251.21,23,6,1000
0,0,0,0,2574,1706,0,0,0,0,873,3956,0,1012.708272,172.16.112.207,23252,194.27.251.21,23,6,1000
2,0,0,0,10,5,0,0,0,0,48,47,0,0.45523199999999997,172.16.113.84,23365,172.16.112.100,25,6,1000
2,0,0,0,3,1,0,0,0,0,0,84,0,1.237565,172.16.113.105,23680,195.73.151.50,25,6,1000
2,0,0,0,331,213,0,0,0,0,171,1504,0,402.254326,172.16.114.50,7619,172.16.112.50,23,6,1000
2,0,0,0,25,22,0,0,0,0,15702,247,0,0.051379999999999995,172.16.114.50,7741,135.13.216.191,25,6,1000
2,0,0,0,11,9,0,0,0,0,84,158,0,0.033631,172.16.112.50,33083,172.16.112.100,25,6,1000
2,0,0,0,74,70,0,0,0,0,3768,1416,0,43.843628,135.13.216.191,12515,172.16.113.105,25,6,1000
2,0,0,0,1008,783,0,0,0,0,8019,12855,0,658.869156,195.73.151.50,12555,172.16.112.50,22,6,1000
0,0,0,0,306,203,0,0,0,0,1980,3468,0,293.0119160000001,195.73.151.50,12555,172.16.112.50,22,6,1000
2,0,0,0,17,14,0,0,0,0,230,366,0,0.681614,135.13.216.191,12693,172.16.113.50,25,6,1000
2,0,0,0,9,2,0,1,0,0,237,3435,0,0.053029,172.16.114.169,29333,207.37.252.243,80,6,1000
2,0,0,0,447,288,0,0,0,0,5108,6344,0,12.415797999999999,172.16.112.194,29733,172.16.112.50,23,6,1000
2,0,0,0,8,2,0,2,0,0,249,846,0,0.137045,172.16.114.169,31770,207.37.252.243,80,6,1000
2,0,0,0,8,3,0,0,0,0,27,108,0,0.576494,172.16.113.105,1174,194.27.251.21,25,6,1000
2,0,0,0,207,134,0,0,0,0,145,2042,0,379.94054,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,4886,3238,0,0,0,0,1657,2759,0,2410.6975260000004,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,348,221,0,0,0,0,115,115,0,321.2744630000002,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,455,296,0,0,0,0,151,151,0,174.5822989999997,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,268,178,0,0,0,0,90,90,0,97.4407020000003,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,476,318,0,0,0,0,161,161,0,155.45662899999982,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,1153,764,0,0,0,0,392,391,0,537.708783,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,184,122,0,0,0,0,62,62,0,102.59812599999987,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,638,422,0,0,0,0,217,218,0,230.34285600000018,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,190,126,0,0,0,0,64,64,0,90.80018399999972,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,924,611,0,0,0,0,313,313,0,198.66867,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,473,310,0,0,0,0,157,157,0,158.6669819999997,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,345,229,0,0,0,0,119,119,0,244.69006400000038,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,396,263,0,0,0,0,134,134,0,102.1877999999997,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,665,443,0,0,0,0,226,226,0,238.3318560000007,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,1016,674,0,0,0,0,342,520,0,366.26366599999983,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,93,60,0,0,0,0,31,904,0,173.51369799999972,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,865,569,0,0,0,0,297,3413,0,1237.922471,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,1823,1205,0,0,0,0,642,4797,0,1717.8919059999996,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,139,92,0,0,0,0,47,141,0,222.33480799999958,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,394,261,0,0,0,0,139,833,0,540.1067830000012,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,201,134,0,0,0,0,72,558,0,357.5354690000004,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,1170,777,0,0,0,0,397,556,0,462.77464499999945,172.16.112.194,1758,135.8.60.182,23,6,1000
0,0,0,0,455,300,0,0,0,0,155,154,0,47.17950999999994,172.16.112.194,1758,135.8.60.182,23,6,1000
2,0,0,0,888,531,0,0,0,0,294,52618,0,740.895585,172.16.113.204,1952,195.115.218.108,23,6,1000
2,0,0,0,176,107,0,0,0,0,106,1438,0,16.29512,172.16.112.194,2114,172.16.112.50,23,6,1000
2,0,0,0,120,78,0,0,0,0,69,590,0,4.907733,172.16.114.207,2123,172.16.113.50,23,6,1000
2,0,0,0,427,280,0,0,0,0,1077,2350,0,6.459405,172.16.112.149,2185,172.16.112.50,23,6,1000
2,0,0,0,6,2,0,1,0,0,223,285,0,0.047545,172.16.116.201,2474,207.46.130.14,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.194,4234,209.67.29.11,80,6,1000
2,0,0,0,6,3,0,0,0,0,24,30,0,0.156897,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,454,291,0,0,0,0,207,1412,0,118.428087,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,2713,1773,0,0,0,0,930,10618,0,669.739364,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,320,212,0,0,0,0,109,109,0,20.51655400000004,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,413,269,0,0,0,0,138,447,0,94.45980199999997,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,474,314,0,0,0,0,161,772,0,133.97319399999992,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,4672,3086,0,0,0,0,1577,3420,0,689.285026,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,305,202,0,0,0,0,105,693,0,128.50447700000018,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,893,592,0,0,0,0,305,771,0,120.534582,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,372,241,0,0,0,0,122,1947,0,70.03468599999997,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,880,569,0,0,0,0,274,9034,0,120.05481800000008,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,291,187,0,0,0,0,109,1698,0,232.9614979999997,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,1499,987,0,0,0,0,510,4505,0,447.84672800000004,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,1355,882,0,0,0,0,435,9011,0,238.82029800000007,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,716,469,0,0,0,0,239,953,0,123.23458900000013,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,3052,2000,0,0,0,0,1058,13412,0,647.9351200000001,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,2086,1383,0,0,0,0,706,2052,0,211.41699100000002,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,277,184,0,0,0,0,94,327,0,58.70664199999965,172.16.113.105,6100,194.7.248.153,23,6,1000
0,0,0,0,1386,913,0,0,0,0,480,3741,0,295.63847700000036,172.16.113.105,6100,194.7.248.153,23,6,1000
2,0,0,0,120,73,0,0,0,0,113,2882,0,74.834665,196.227.33.189,15688,172.16.114.169,23,6,1000
0,0,0,0,1225,787,0,0,0,0,424,5693,0,892.762109,196.227.33.189,15688,172.16.114.169,23,6,1000
0,0,0,0,2326,1512,0,0,0,0,802,10278,0,405.67856599999993,196.227.33.189,15688,172.16.114.169,23,6,1000
0,0,0,0,527,348,0,0,0,0,178,419,0,85.76301899999999,196.227.33.189,15688,172.16.114.169,23,6,1000
0,0,0,0,630,412,0,0,0,0,210,2148,0,100.08070200000022,196.227.33.189,15688,172.16.114.169,23,6,1000
0,0,0,0,275,177,0,0,0,0,98,5965,0,139.72259999999986,196.227.33.189,15688,172.16.114.169,23,6,1000
2,0,0,0,763,505,0,0,0,0,306,2189,0,812.131954,172.16.112.50,33099,172.16.113.50,23,6,1000
0,0,0,0,445,292,0,0,0,0,147,2050,0,304.77561000000014,172.16.112.50,33099,172.16.113.50,23,6,1000
2,0,0,0,326,210,0,0,0,0,152,3554,0,100.26488499999999,172.16.114.207,6235,172.16.112.50,23,6,1000
2,0,0,0,8,6,0,0,0,0,83,154,0,7.420764,197.182.91.233,16436,172.16.112.149,25,6,1000
2,0,0,0,10,2,0,2,0,0,226,2138,0,0.056125,172.16.116.201,8561,209.143.195.5,80,6,1000
2,0,0,0,4,1,0,0,0,0,1572,0,0,0.025758999999999997,172.16.113.50,20,172.16.114.50,8193,6,1000
2,0,0,0,228,145,0,0,0,0,120,2899,0,86.15586400000001,172.16.114.207,9751,172.16.112.50,23,6,1000
0,0,0,0,227,151,0,0,0,0,75,714,0,48.35065400000001,172.16.114.207,9751,172.16.112.50,23,6,1000
2,0,0,0,13,2,0,1,0,0,10073,0,0,0.025109,197.218.177.69,20,172.16.114.168,10295,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.116.201,10795,208.194.150.10,80,6,1000
2,0,0,0,409,7,0,0,0,0,521220,0,0,0.546618,172.16.112.100,20,172.16.112.149,11361,6,1000
0,0,0,0,998,20,0,0,0,0,1267280,0,0,1.525367,172.16.112.100,20,172.16.112.149,11361,6,1000
2,0,0,0,10,3,0,1,0,0,330,3548,0,0.059012,172.16.115.87,12392,209.1.224.190,80,6,1000
2,0,0,0,9,2,0,1,0,0,155,4004,0,0.052213,172.16.116.201,12447,206.132.32.32,80,6,1000
2,0,0,0,6,2,0,0,0,0,198,2573,0,0.045543,172.16.116.201,12542,209.132.64.238,80,6,1000
2,0,0,0,5,1,0,0,0,0,282,1460,0,0.048788,172.16.112.194,13493,206.99.246.5,80,6,1000
2,0,0,0,9,6,0,0,0,0,85,155,0,61.185576,195.115.218.108,16506,172.16.113.84,25,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.003047,172.16.112.194,16402,208.228.229.120,80,6,1000
2,0,0,0,70,68,0,0,0,0,1218,1305,0,56.96337,135.13.216.191,16746,172.16.113.204,25,6,1000
2,0,0,0,7,2,0,1,0,0,304,2698,0,0.053516999999999995,195.115.218.108,16953,172.16.114.50,80,6,1000
2,0,0,0,10,3,0,2,0,0,282,1557,0,0.051530999999999993,172.16.114.207,19432,205.181.112.65,80,6,1000
2,0,0,0,24,3,0,2,0,0,295,17762,0,0.19484200000000002,172.16.114.207,20530,207.159.129.100,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.006487000000000001,172.16.115.87,20543,207.18.199.3,80,6,1000
2,0,0,0,5,2,0,0,0,0,332,1024,0,0.061537,172.16.115.87,20924,207.18.199.3,80,6,1000
2,0,0,0,1808,1181,0,0,0,0,686,3549,0,3086.335919,172.16.112.194,21731,135.8.60.182,23,6,1000
0,0,0,0,833,552,0,0,0,0,283,916,0,1071.8287680000003,172.16.112.194,21731,135.8.60.182,23,6,1000
0,0,0,0,623,413,0,0,0,0,213,633,0,578.9086229999994,172.16.112.194,21731,135.8.60.182,23,6,1000
0,0,0,0,862,566,0,0,0,0,288,10532,0,1896.6548129999999,172.16.112.194,21731,135.8.60.182,23,6,1000
2,0,0,0,12,2,0,2,0,0,295,3219,0,0.064294,172.16.112.194,22289,207.212.114.4,80,6,1000
2,0,0,0,383,247,0,0,0,0,201,5025,0,275.26556,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,422,280,0,0,0,0,151,978,0,305.28908800000005,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,94,62,0,0,0,0,32,128,0,27.78385199999991,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,1403,926,0,0,0,0,490,3358,0,948.450866,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,449,288,0,0,0,0,151,1006,0,130.27098600000002,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,532,336,0,0,0,0,172,2905,0,383.87654500000014,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,1224,809,0,0,0,0,409,5290,0,415.85779499999984,194.27.251.21,16991,172.16.114.50,23,6,1000
0,2,0,0,2132,1415,0,0,0,0,719,2250,0,451.9292639999999,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,345,229,0,0,0,0,117,169,0,103.04013600000008,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,108,71,0,0,0,0,37,211,0,97.2505329999999,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,60,39,0,0,0,0,20,65,0,25.544328000000405,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,439,291,0,0,0,0,152,2225,0,349.0111479999996,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,374,245,0,0,0,0,126,1098,0,211.09718500000008,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,507,330,0,0,0,0,176,1880,0,201.2798580000004,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,2495,1648,0,0,0,0,842,3912,0,843.8717119999997,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,546,364,0,0,0,0,185,185,0,76.97467400000005,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,561,374,0,0,0,0,221,221,0,109.10823600000003,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,135,90,0,0,0,0,46,46,0,22.145556999999823,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,1067,712,0,0,0,0,362,362,0,170.68756900000062,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,3383,2255,0,0,0,0,1150,1149,0,557.1485969999994,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,841,561,0,0,0,0,284,285,0,118.79546100000059,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,591,394,0,0,0,0,201,201,0,89.71217399999931,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,870,580,0,0,0,0,296,296,0,187.902736,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,548,366,0,0,0,0,185,185,0,66.64654900000005,194.27.251.21,16991,172.16.114.50,23,6,1000
0,0,0,0,363,242,0,0,0,0,123,123,0,44.790565000000235,194.27.251.21,16991,172.16.114.50,23,6,1000
2,0,0,0,4,1,0,0,0,0,302,0,0,0.023516,172.16.114.207,22615,207.159.129.100,80,6,1000
2,0,0,0,17,4,0,1,0,0,610,13448,0,0.04002,194.27.251.21,17142,172.16.114.50,80,6,1000
2,0,0,0,6,1,0,0,0,0,297,2920,0,0.045523,172.16.115.87,24656,207.18.199.3,80,6,1000
2,0,0,0,311,199,0,0,0,0,130,683,0,9.854585,172.16.113.84,24824,172.16.113.50,23,6,1000
2,0,0,0,16,10,0,0,0,0,80,259,0,2.585224,172.16.113.50,1135,172.16.112.100,21,6,1000
2,0,0,0,18,3,0,0,0,0,264,12818,0,0.10779100000000001,172.16.115.87,27179,204.123.2.107,80,6,1000
2,0,0,0,8,2,0,0,0,0,212,4180,0,0.06111900000000001,172.16.116.201,28724,140.140.104.12,80,6,1000
2,0,0,0,593,389,0,0,0,0,276,1624,0,147.857424,172.16.112.194,30977,135.8.60.182,23,6,1000
0,0,0,0,4335,2860,0,0,0,0,1586,1583,0,726.803367,172.16.112.194,30977,135.8.60.182,23,6,1000
0,0,0,0,742,492,0,0,0,0,254,257,0,83.76878599999998,172.16.112.194,30977,135.8.60.182,23,6,1000
0,0,0,0,529,348,0,0,0,0,179,179,0,145.0388509999999,172.16.112.194,30977,135.8.60.182,23,6,1000
0,0,0,0,1876,1241,0,0,0,0,638,638,0,343.0395190000001,172.16.112.194,30977,135.8.60.182,23,6,1000
0,0,0,0,2776,1836,0,0,0,0,960,4145,0,513.0024619999998,172.16.112.194,30977,135.8.60.182,23,6,1000
0,0,0,0,124,80,0,0,0,0,37,1525,0,43.630885999999926,172.16.112.194,30977,135.8.60.182,23,6,1000
0,0,0,0,341,224,0,0,0,0,109,3161,0,61.94785000000002,172.16.112.194,30977,135.8.60.182,23,6,1000
2,0,0,0,18,1,0,0,0,0,301,16060,0,0.086281,172.16.113.105,31242,205.181.112.65,80,6,1000
2,0,0,0,6,3,0,0,0,0,328,1063,0,0.049500999999999996,172.16.113.105,32512,205.181.112.65,80,6,1000
2,0,0,0,184,115,0,0,0,0,103,2943,0,78.691333,195.115.218.108,17528,172.16.112.50,23,6,1000
0,0,0,0,1633,1070,0,0,0,0,518,15680,0,582.8431860000002,195.115.218.108,17528,172.16.112.50,23,6,1000
2,0,0,0,13,8,0,0,0,0,106,278,0,0.573267,194.7.248.153,17587,172.16.112.50,25,6,1000
2,0,0,0,532,271,0,0,0,0,2947,3575,0,571.7664179999999,197.218.177.69,17848,172.16.114.50,22,6,1000
0,0,0,0,1215,614,0,0,0,0,6120,7072,0,210.31695199999993,197.218.177.69,17848,172.16.114.50,22,6,1000
0,0,0,0,586,294,0,0,0,0,2940,3492,0,1173.624725,197.218.177.69,17848,172.16.114.50,22,6,1000
2,0,0,0,157,4,0,0,0,0,186,197100,0,0.238152,196.227.33.189,17855,172.16.112.100,80,6,1000
2,0,0,0,15,2,0,2,0,0,252,6971,0,0.09032000000000001,172.16.112.194,2296,192.151.11.13,80,6,1000
2,0,0,0,26,16,0,1,0,0,1337,325,0,1.206014,172.16.113.84,4209,194.27.251.21,25,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.115.87,5142,207.77.90.24,80,6,1000
2,0,0,0,14,6,0,2,0,0,6932,0,0,0.10093200000000001,197.218.177.69,20,172.16.114.148,5646,6,1000
2,0,0,0,8,3,0,1,0,0,451,1588,0,0.055058,172.16.113.105,6861,206.132.25.48,80,6,1000
2,0,0,0,19,14,0,0,0,0,5115,300,0,43.220453000000006,194.7.248.153,19070,172.16.112.149,25,6,1000
2,0,0,0,3,1,0,0,0,0,270,0,0,0.005588,172.16.113.105,7784,209.22.120.220,80,6,1000
2,0,0,0,11,2,0,1,0,0,332,5265,0,0.056155,172.16.115.87,8274,166.77.12.123,80,6,1000
2,0,0,0,8,1,0,0,0,0,268,4380,0,0.056728999999999995,172.16.115.87,8536,166.77.12.123,80,6,1000
2,0,0,0,8,3,0,1,0,0,327,1398,0,0.05586699999999999,172.16.115.87,9681,166.77.12.123,80,6,1000
2,0,0,0,16,10,0,0,0,0,4202,157,0,0.08730700000000001,172.16.113.50,1145,172.16.112.100,25,6,1000
2,0,0,0,2772,1820,0,0,0,0,978,28380,0,2630.485393,197.218.177.69,20022,172.16.112.50,23,6,1000
0,0,0,0,1477,973,0,0,0,0,502,9403,0,2495.4822700000004,197.218.177.69,20022,172.16.112.50,23,6,1000
0,0,0,0,299,196,0,0,0,0,102,833,0,601.7200339999998,197.218.177.69,20022,172.16.112.50,23,6,1000
0,0,0,0,748,487,0,0,0,0,243,17083,0,1520.3572969999993,197.218.177.69,20022,172.16.112.50,23,6,1000
0,0,0,0,490,326,0,0,0,0,165,165,0,101.13941799999976,197.218.177.69,20022,172.16.112.50,23,6,1000
2,0,0,0,12,7,0,0,0,0,55,97,0,0.11900000000000001,172.16.114.50,8289,172.16.112.50,23,6,1000
2,0,0,0,4,1,0,0,0,0,257,0,0,0.026893,172.16.113.105,11876,198.3.96.30,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.194,12321,209.185.151.129,80,6,1000
2,0,0,0,520,338,0,0,0,0,247,1146,0,227.391304,172.16.113.84,12338,195.73.151.50,23,6,1000
0,0,0,0,248,164,0,0,0,0,82,212,0,16.857295000000025,172.16.113.84,12338,195.73.151.50,23,6,1000
0,0,0,0,151,98,0,0,0,0,51,243,0,417.51256800000004,172.16.113.84,12338,195.73.151.50,23,6,1000
0,0,0,0,135,88,0,0,0,0,43,117,0,25.214844999999965,172.16.113.84,12338,195.73.151.50,23,6,1000
0,0,0,0,725,455,0,0,0,0,254,7809,0,684.6073130000002,172.16.113.84,12338,195.73.151.50,23,6,1000
0,0,0,0,384,245,0,0,0,0,125,6583,0,594.936316,172.16.113.84,12338,195.73.151.50,23,6,1000
0,0,0,0,53,35,0,0,0,0,18,26,0,108.92017099999998,172.16.113.84,12338,195.73.151.50,23,6,1000
2,0,0,0,12,7,0,0,0,0,94,208,0,0.510254,172.16.114.207,12384,196.37.75.158,25,6,1000
2,0,0,0,122,72,0,0,0,0,120,246,0,2.919333,172.16.113.204,12423,172.16.114.50,23,6,1000
2,0,0,0,365,250,0,0,0,0,167,598,0,110.2029,172.16.113.50,1148,172.16.114.50,23,6,1000
2,0,0,0,70,48,0,0,0,0,320,965,0,12.797939999999999,172.16.114.168,13477,172.16.112.100,21,6,1000
2,0,0,0,84,51,0,0,0,0,67,606,0,37.243539,172.16.114.50,8445,172.16.113.50,23,6,1000
2,0,0,0,160,26,0,0,0,0,250,198560,0,0.288314,195.115.218.108,20577,172.16.114.50,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.001123,172.16.114.169,14551,194.7.248.153,25,6,1000
2,0,0,0,111,69,0,0,0,0,112,4985,0,33.842898999999996,135.13.216.191,20580,172.16.112.149,23,6,1000
0,0,0,0,925,592,0,0,0,0,291,46375,0,882.0349669999999,135.13.216.191,20580,172.16.112.149,23,6,1000
0,2,0,0,1738,1120,0,0,0,0,545,93262,0,1855.2496609999998,135.13.216.191,20580,172.16.112.149,23,6,1000
0,0,0,0,625,401,0,0,0,0,201,21468,0,1332.1740929999999,135.13.216.191,20580,172.16.112.149,23,6,1000
